BM,BTG,BWQ,CLJ,CT,DMZ,FSB,GGS,GTQ,HK,HLS,HMS,JJQ,LJG,LK,NJG,PS,QJDQ,QXC,SJY,SMZ,SPY,SWB,SXC,WC,WHK,XH,XJX,YJ,YLJK,YSG,YYL,ZT
417.425,424.325,432.4166666666667,436.4166666666667,430.125,434.5583333333333,436.40833333333336,428.19166666666666,342.3,431.775,408.81666666666666,437.85833333333335,391.85833333333335,427.675,431.39166666666665,422.55,416.025,428.78333333333336,434.3666666666667,417.69166666666666,427.675,426.8333333333333,429.575,419.925,423.26666666666665,430.625,436.3666666666667,433.425,432.81666666666666,414.7416666666667,434.1833333333333,436.925,433.35833333333335
424.625,448.6333333333333,441.73333333333335,453.95,438.4666666666666,442.95,445.0416666666667,436.4666666666666,332.8333333333333,447.5083333333333,423.95,455.4,385.1166666666667,436.2,446.14166666666665,436.125,428.2083333333333,443.1833333333333,443.35,444.0583333333333,436.2,439.0416666666667,437.925,445.625,445.9,453.0416666666667,452.9,444.875,454.0,416.8666666666667,451.3,454.825,445.05
415.3416666666666,437.875,440.78333333333336,445.6,436.6,439.35,443.375,434.5583333333333,329.525,435.1166666666667,416.31666666666666,442.9166666666667,384.3333333333333,431.2,442.73333333333335,429.19166666666666,424.85,437.925,441.275,434.625,431.2,431.575,430.425,435.6833333333333,441.7166666666666,437.6833333333333,444.8833333333333,435.78333333333336,439.475,410.825,440.75,445.2416666666667,440.0083333333333
425.2166666666666,441.25,444.76666666666665,448.6833333333333,442.78333333333336,441.31666666666666,448.2583333333333,433.675,342.15,440.5583333333333,422.325,448.90833333333336,386.875,434.90833333333336,446.2,437.85833333333335,427.8833333333333,444.5583333333333,447.94166666666666,433.4666666666666,434.90833333333336,437.9666666666666,441.1,439.325,438.225,443.625,448.875,444.1166666666667,441.0083333333333,413.7083333333333,447.0083333333333,449.5583333333333,446.73333333333335
412.3416666666666,434.03333333333336,432.85833333333335,440.5916666666666,427.4,431.73333333333335,433.5083333333333,428.19166666666666,338.7583333333333,433.78333333333336,417.6833333333333,441.51666666666665,384.65833333333336,425.14166666666665,434.95,429.8333333333333,421.55,432.26666666666665,435.25,428.575,425.14166666666665,426.85,428.5583333333333,429.9166666666667,436.35833333333335,436.0416666666667,436.75,433.05,438.325,415.19166666666666,433.625,439.8,431.05
405.35,427.9,427.60833333333335,430.825,421.23333333333335,428.60833333333335,428.4666666666666,419.64166666666665,322.25,422.925,403.8833333333333,431.7916666666667,380.35,419.3,423.8666666666667,417.60833333333335,407.425,422.94166666666666,428.0583333333333,419.39166666666665,419.3,422.48333333333335,423.0,424.40833333333336,428.0916666666666,426.4666666666666,422.9,427.1833333333333,421.4333333333333,404.5833333333333,421.2416666666667,432.7166666666666,428.2083333333333
400.0,409.6666666666667,418.075,420.31666666666666,414.81666666666666,414.4583333333333,420.7,412.4333333333333,306.55833333333334,410.44166666666666,399.28333333333336,416.825,369.44166666666666,412.0916666666666,417.55,412.15,406.03333333333336,414.81666666666666,422.7166666666666,402.76666666666665,412.0916666666666,412.85833333333335,418.65833333333336,404.925,408.9333333333333,411.60833333333335,414.3333333333333,420.73333333333335,414.7416666666667,392.1666666666667,411.26666666666665,419.525,417.31666666666666
388.375,401.6,402.525,397.4166666666667,400.425,405.25,408.90833333333336,400.35833333333335,296.68333333333334,396.45,379.95,403.35,367.4333333333333,402.3,391.9333333333333,391.01666666666665,386.975,392.6333333333333,410.7166666666666,400.525,402.3,403.89166666666665,406.3416666666666,399.0,405.2583333333333,393.6333333333333,388.23333333333335,408.0,390.3416666666666,396.8666666666667,389.225,397.1,407.025
356.81666666666666,339.34166666666664,373.2916666666667,359.425,365.8083333333333,376.575,370.3666666666667,371.4666666666666,289.5833333333333,349.25,349.1,352.9833333333333,350.2333333333333,371.23333333333335,353.55833333333334,353.55833333333334,353.1166666666667,352.575,372.0833333333333,335.43333333333334,371.23333333333335,373.2916666666667,366.78333333333336,338.725,341.40833333333336,345.44166666666666,349.59166666666664,374.2166666666666,349.2916666666667,372.7166666666666,348.0833333333333,359.59166666666664,373.7583333333333
338.65833333333336,329.8583333333333,353.0,349.0083333333333,349.90833333333336,353.725,357.39166666666665,349.025,254.66666666666663,336.28333333333336,333.59166666666664,339.43333333333334,306.0416666666667,349.35,347.625,345.3,338.69166666666666,347.625,355.675,321.925,349.35,352.93333333333334,352.225,323.19166666666666,327.3833333333333,333.8666666666667,344.26666666666665,356.275,336.89166666666665,332.84166666666664,342.375,350.44166666666666,357.69166666666666
322.6166666666667,306.525,339.0416666666667,325.725,335.14166666666665,344.3833333333333,339.4916666666667,337.7083333333333,241.28333333333333,309.35,311.15833333333336,314.39166666666665,296.31666666666666,335.5833333333333,324.18333333333334,319.325,314.69166666666666,322.925,339.81666666666666,304.2,335.5833333333333,343.3,326.96666666666664,301.76666666666665,307.3583333333333,313.55833333333334,310.7416666666667,343.3333333333333,309.85,329.46666666666664,307.93333333333334,327.05833333333334,345.65833333333336
313.03333333333336,289.80833333333334,334.5,304.21666666666664,332.1083333333333,342.475,340.56666666666666,337.9,233.9833333333333,295.75,303.2583333333333,298.93333333333334,312.4916666666667,337.325,303.34166666666664,307.375,310.5083333333333,304.2333333333333,333.26666666666665,283.0083333333333,337.325,335.475,337.2333333333333,282.40833333333336,291.3833333333333,294.01666666666665,294.6,335.35,294.9833333333333,337.5416666666667,292.3666666666667,305.34166666666664,337.925
311.15833333333336,280.975,325.55,307.75,326.925,323.1666666666667,331.7916666666667,324.7916666666667,222.40833333333333,289.1166666666667,302.55,294.475,271.7083333333333,323.6666666666667,297.8,300.55,307.3833333333333,303.94166666666666,332.125,268.075,323.6666666666667,325.775,336.2083333333333,267.03333333333336,270.31666666666666,286.325,288.9583333333333,331.18333333333334,288.0,301.39166666666665,286.56666666666666,308.28333333333336,328.075
309.30833333333334,290.44166666666666,320.9916666666667,301.68333333333334,320.64166666666665,322.0416666666667,329.2083333333333,316.475,234.84166666666667,292.09166666666664,293.3833333333333,296.76666666666665,281.4,318.6,299.725,302.425,301.9583333333333,304.4583333333333,326.2916666666667,275.1083333333333,318.6,323.80833333333334,313.71666666666664,277.2083333333333,281.9,288.71666666666664,291.95,328.0416666666667,294.64166666666665,298.15,291.075,302.3583333333333,327.9166666666667
307.71666666666664,302.5083333333333,332.55833333333334,316.2,326.59166666666664,338.525,333.69166666666666,332.9,225.74166666666667,308.55833333333334,305.575,312.94166666666666,291.925,330.44166666666666,302.9166666666667,303.725,305.95,302.225,330.9583333333333,283.94166666666666,330.44166666666666,332.7416666666667,324.4916666666667,290.075,290.09166666666664,306.275,301.5416666666667,333.2,307.14166666666665,316.1083333333333,304.7916666666667,316.4,332.51666666666665
298.525,295.44166666666666,328.375,303.425,321.6333333333333,322.6083333333333,323.8333333333333,319.15833333333336,230.475,299.65,294.53333333333336,306.05833333333334,283.2916666666667,317.625,292.6083333333333,295.6666666666667,296.14166666666665,295.96666666666664,325.26666666666665,274.6,317.625,320.5416666666667,309.675,280.53333333333336,278.7583333333333,301.725,294.89166666666665,326.225,304.675,300.6083333333333,299.05833333333334,300.8583333333333,325.06666666666666
289.275,293.01666666666665,316.575,302.94166666666666,315.0,326.40833333333336,321.28333333333336,323.0083333333333,237.83333333333331,297.90833333333336,287.4916666666667,301.1333333333333,287.3666666666667,322.53333333333336,297.025,295.025,289.075,295.025,316.9833333333333,277.1083333333333,322.53333333333336,326.0083333333333,308.35,282.0083333333333,283.7916666666667,293.69166666666666,299.25,325.475,299.225,310.4916666666667,297.7083333333333,306.7,322.825
333.0416666666667,326.95,349.625,348.64166666666665,346.43333333333334,354.2083333333333,351.9166666666667,352.46666666666664,245.03333333333333,331.925,329.075,336.31666666666666,294.64166666666665,349.65,344.4166666666667,334.9,336.84166666666664,342.1,352.275,309.05,349.65,350.6,355.675,310.6166666666667,313.18333333333334,332.7416666666667,335.94166666666666,351.4833333333333,338.90833333333336,317.68333333333334,332.90833333333336,348.125,350.7333333333333
